title;handle;vendor;product_type;tags;created_at;price;sku;image;weight;shape;foam;collection;game_level;frame;surface;professional_player;color;racket_type;balance;gender;racket_cover
Raquette de padel Nox X-Hero Rouge 2026;raquette-de-padel-nox-x-hero-rouge-2026;Nox;Raquettes;fait, tout;2025-11-19T10:12:35+01:00;64.9;11807;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Nox-X-Hero-Rouge-2026-Face.png?v=1763545127;poids;forme;mousse;;;carbone;;pro;rouge;;;;
Raquette de padel Bullpadel Vertex 02 Hybrid Carbon;raquette-de-padel-bullpadel-vertex-02-hybrid-carbon;Bullpadel;Raquettes;tout;2024-09-16T14:27:46+02:00;139.9;7924;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-bullpadel-vertex-02-x-hybrid-carbon-Face.jpg?v=1726489870;;forme;mousse;;;carbone;;pro;noir;polyvalente;;;
Raquette de padel Bullpadel Vertex 02 Hybrid;raquette-de-padel-bullpadel-vertex-02-hybrid;Bullpadel;Raquettes;tout;2024-09-16T15:02:11+02:00;109.9;7925;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-Bullpadel-Vertex-02-hybrid-face.png?v=1726492610;;forme;mousse;;;carbone;sablée;pro;;polyvalente;;;
Raquette de padel Bullpadel Neuron Cloud 2025;raquette-de-padel-bullpadel-neuron-cloud-2025;Bullpadel;Raquettes;fait, Federico Chingotto, tout;2025-03-03T08:41:44+01:00;189.9;9603;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bullpadel-Neuron-Cloud-2025-face.png?v=1740987619;;;mousse;2025;;carbone;;pro;;;;;
Raquette de padel Bullpadel Indiga Power 2025;raquette-de-padel-bullpadel-indiga-power-2025;Bullpadel;Raquettes;tout;2024-12-26T08:42:47+01:00;74.9;8774;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-bullpadel-indiga-power-2025-face.jpg?v=1735198981;;forme;mousse;2025;;carbone;;pro;;;;;
Raquette de padel Head Bolt Noir 2025;raquette-de-padel-head-bolt-noir-2025;Head;Raquettes;fait, tout;2025-03-17T09:53:14+01:00;89.9;9812;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Head-Bolt-noir-2025-face.png?v=1742202215;;forme;foam;2025;;carbone;;pro;noir;;;;
Raquette de padel Tecnifibre Wall Breaker 360 W;raquette-de-padel-tecnifibre-wall-breaker-360-w;Tecnifibre;Raquettes;Femmes, tout;2025-02-05T11:54:22+01:00;89.9;9167;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Tecnifibre-Wall-Breaker-360-W.png?v=1738761972;;forme;foam;;;carbone;;pro;;;;;
Mini Raquette Head Speed Pro;mini-raquette-head-speed-pro;Head;Accessoire;fait, tout;2025-10-30T16:40:21+01:00;24.9;11430;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/mini-raquette-de-padel-head-speed-pro-face.png?v=1761840565;;;;collection;;;;pro;;;;;
Mini Raquette Head Coello Pro;mini-raquette-head-coello-pro;Head;Accessoire;fait, tout;2025-10-30T15:58:19+01:00;24.9;11427;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/mini-raquette-de-padel-coello-pro-face.png?v=1761838464;;;;collection;;;;pro;;;;;
Raquette de padel Head Extreme Pro LTD 2024 Arturo Coello;raquette-de-padel-head-extreme-pro-arturo-cuello;Head;Raquettes;Arturo Coello, tout;2024-05-30T09:10:53+02:00;149.9;7418;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Headextreme-pro-ltd_1__resultado.webp?v=1718550613;poids;forme;foam;;;carbone;sablée;pro;rouge;;;;
Raquette de padel Sane Assassin Tactic Alutex;raquette-de-padel-sane-assassin-tactic-alutex;Sane;Raquettes;fait, tout;2025-10-30T14:20:42+01:00;129.9;11424;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Sane-Assasin-Tactic-Alutex-Face.png?v=1761833402;;forme;mousse;;;;;pro;;;;;
Raquette de padel Sane Assassin Tactic 3K;raquette-de-padel-sane-assassin-tactic-3k;Sane;Raquettes;fait, tout;2025-10-30T14:03:00+01:00;149.9;11423;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-sane-assasin-tactic-3K-face.png?v=1761831123;;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Sane Assassin Tactic Fiber;raquette-de-padel-sane-assassin-tactic-fiber;Sane;Raquettes;fait, tout;2025-10-30T11:54:40+01:00;99.9;11422;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Sane-Assassin-Tactic-Fiber-Face.png?v=1761829999;;forme;mousse;;;;;pro;bleu;;;;
Raquette de padel Sane Agressor Evolution Tactic;raquette-de-padel-sane-agressor-evolution-tactic;Sane;Raquettes;fait, tout;2025-10-30T11:31:54+01:00;189.9;11421;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-sane-agressor-evolution-tactic-face.png?v=1761900636;;forme;mousse;;;;;pro;;polyvalente;;;
Raquette de padel Sane Cinetik 28 Stealth Javi Ruiz;raquette-de-padel-sane-cinetik-28-stealth-javi-ruiz;Sane;Raquettes;fait, tout;2025-10-30T10:52:45+01:00;229.9;11420;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Sane-Cinetik-28-Stealth-Javi-Ruiz-Face.png?v=1761819748;;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Sane Potential Intermediate Edition;raquette-de-padel-sane-potential-intermediate-edition;Sane;Raquettes;fait, tout;2025-10-30T10:16:35+01:00;149.9;11419;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Sane-POTENTIAL-Intermediate-Edition-face.png?v=1761833992;;;mousse;;expert;carbone;;pro;;;;;
Raquette de padel Sane Potential Advanced Edition;raquette-de-padel-sane-potential-advanced-edition;Sane;Raquettes;fait, tout;2025-10-30T10:07:30+01:00;189.9;11418;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-sane-potential-advanced-edition-face.png?v=1761820010;;forme;mousse;;;;;pro;white;attaque;;;
Pack Bullpadel Vertex 04 Comfort Homme 2025;pack-bullpadel-vertex-04-homme-2025;Bullpadel;Raquettes;tout;2025-07-01T12:11:19+02:00;209.9;10549;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Pack_-Bullpadel_-Vertex_-04_-Comfort-_Homme_-2025-Pack.png?v=1762759049;weight;forme;mousse;2025;;carbone;;pro;noir;;;homme;
Pack Bullpadel Vertex 04 Femme 2025;pack-bullpadel-vertex-04-femme-2025;Bullpadel;Raquettes;tout;2025-06-26T09:38:14+02:00;209.9;10518;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Pack-Bullpadel-Vertex-04-Femme-2025-Pack.png?v=1762758793;weight;forme;mousse;2025;;carbone;;pro;;;;femme;
Raquette de padel Bullpadel Ionic Control FIP Edition;raquette-de-padel-bullpadel-ionic-control-fip-edition;Bullpadel;Raquettes;NONOX, NORNOX, tout, Tout s Nox;2023-10-04T14:53:41+02:00;119.9;5581;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-bullpadel-ionic-control-fip-edition-face_8374db9a-5d05-447e-9684-a7c56b2c2243.png?v=1743498438;;forme;mousse;;;carbone;;pro;;;;;housse
RAQUETTE DE TEST - Wilson Bela Pro V3 2025;raquette-de-test-wilson-bela-pro-v3-2025;Wilson;Programme test;fait, tout;2025-10-27T08:45:53+01:00;150;11357;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-wilson-Bela-Pro-V3-Face_63d4deff-cc07-497e-bb35-78ed277683a3.png?v=1761551258;;;;2025;;;;pro;;;;;
RAQUETTE DE TEST - Wilson Bela LS V3 2025;raquette-de-test-wilson-bela-ls-v3-2025;Wilson;Programme test;fait, tout;2025-10-27T08:35:28+01:00;150;11356;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Wilson-Bela-V3-LS-2025-Face_7d7a736f-bfb7-4cc4-a1c6-1f8a31dbcb6a.png?v=1761550715;;;;2025;;;;pro;;;;;
RAQUETTE DE TEST - Wilson Bela V3 2025;raquette-de-test-wilson-bela-v3-2025;Wilson;Programme test;fait, tout;2025-10-27T08:33:07+01:00;150;11355;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-Wilson-Bela-V3-Face_5fc44924-9efb-412a-9e96-8051e237bab9.png?v=1761550250;;;;2025;;;;pro;;;;;
Pack Wilson Optix XP;pack-wilson-optix-xp;Wilson;Raquettes;fait, tout;2025-10-22T09:58:20+02:00;99.9;11277;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/WR202110U_0_OPTIX_XP_PADEL_KIT_RED_Black.png?v=1761121695;;forme;foam;;;;;pro;rouge;;;;
Raquette de padel Bullpadel Indiga Woman 2026;raquette-de-padel-bullpadel-indiga-woman-2026;Bullpadel;Raquettes;fait, tout;2025-10-14T14:40:45+02:00;79.9;11213;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-Bullpadel-indiga-woman-2026-face.png?v=1761726204;;forme;mousse;;;carbone;;pro;white;;;;
Raquette de padel Bullpadel Indiga Control 2026;raquette-de-padel-bullpadel-indiga-control-2026;Bullpadel;Raquettes;fait, tout;2025-10-14T14:40:42+02:00;79.9;11212;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-bullpadel-indiga-control-2026-face.png?v=1761726119;;forme;mousse;;;carbone;;pro;noir;;;;
Raquette de padel Bullpadel Indiga Power 2026;raquette-de-padel-bullpadel-indiga-power-2026;Bullpadel;Raquettes;fait, tout;2025-10-14T14:40:40+02:00;79.9;11211;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-Bullpadel-indiga-power-2026-face.png?v=1761724688;;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Bullpadel Indiga Girl 2026;raquette-de-padel-bullpadel-indiga-girl-2026;Bullpadel;Raquettes;fait, tout;2025-10-14T14:40:38+02:00;59.9;11210;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-bullpadel-indiga-girl-2026-surface.png?v=1761734786;poids;forme;mousse;;;carbone;;pro;;polyvalente;;;
Raquette de padel Bullpadel Indiga Boy 2026;raquette-de-padel-bullpadel-indiga-boy-2026;Bullpadel;Raquettes;fait, tout;2025-10-14T14:40:36+02:00;59.9;11209;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-bullpadel-indiga-boy-2026-avant.png?v=1761734627;poids;forme;mousse;;;carbone;;pro;bleu;polyvalente;;;
Raquette de padel Siux Beat Kid 2 2026;raquette-de-padel-siux-beat-kid-2-2026;Siux;Raquettes;fait, tout;2025-10-24T15:42:49+02:00;78.9;11351;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-Beat-Kid-2-2026-Face.png?v=1761314711;weight;forme;mousse;;;;;pro;;;;;cover
Raquette de padel Siux Beat Junior 2 2026;raquette-de-padel-siux-beat-junior-2-2026;Siux;Raquettes;fait, tout;2025-10-24T15:42:19+02:00;88.9;11350;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-siux-beat-junior-2-2026-face.png?v=1761314173;weight;forme;mousse;;;;;pro;rouge;;;;cover
Raquette de padel Siux Beat Hybrid Air 3 2026;raquette-de-padel-siux-beat-hybrid-air-3-2026;Siux;Raquettes;fait, tout;2025-10-24T15:39:56+02:00;98.9;11349;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-Beat-hybrid-air-face.png?v=1761313827;;forme;mousse;;;;;pro;;attaque;;;
Raquette de padel Siux Beat Hybrid 3 2026;raquette-de-padel-siux-beat-hybrid-3-2026;Siux;Raquettes;fait, tout;2025-10-24T15:31:01+02:00;89.9;11348;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-beat-play-hybrid-3-2026-face.png?v=1761315734;;forme;mousse;;;;;pro;;attaque;;;
Raquette de padel Siux Astra Go Hybrid Air 2026;raquette-de-padel-siux-astra-go-hybrid-air-2026;Siux;Raquettes;fait, tout;2025-10-24T14:51:32+02:00;148.9;11345;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-siux-astra-hybrid-air-2026-face.png?v=1761312369;weight;forme;mousse;;;carbone;sablée;pro;;polyvalente;;;
Raquette de padel Siux Astra Go Control 2026;raquette-de-padel-siux-astra-go-control-2026;Siux;Raquettes;fait, tout;2025-10-24T14:51:16+02:00;148.9;11344;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-astra-go-control-2026-face.png?v=1761311329;;forme;mousse;;;carbone;sablée;pro;;;;;
Raquette de padel Siux Astra Go Hydrid 2026;raquette-de-padel-siux-astra-go-hydrid-2026;Siux;Raquettes;fait, tout;2025-10-24T14:51:14+02:00;148.9;11346;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-Astra-Go-Hydrid-2026-Face.png?v=1761312259;;forme;mousse;;;carbone;sand;pro;;polyvalente;;;
Raquette de padel Siux Beat Control 3 2026;raquette-de-padel-siux-beat-control-3-2026;Siux;Raquettes;fait, tout;2025-10-24T14:50:33+02:00;98.9;11347;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-Beat-control-face.png?v=1761311355;;forme;mousse;;;;;;;;;;
Raquette de padel Siux GEA 2 2026;raquette-de-padel-siux-gea-2-2026;Siux;Raquettes;fait, tout;2025-10-24T14:08:30+02:00;269.9;11343;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-GEA-2026-face.png?v=1761308681;;forme;mousse;;;;sablée;;;;;;
Raquette de padel Siux Fenix Elite VI 2026;raquette-de-padel-siux-fenix-elite-vi-2026;Siux;Raquettes;fait, tout;2025-10-24T11:51:58+02:00;269.9;11340;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-fenix-6-elite-2026-face.png?v=1761309148;;forme;mousse;;;carbone;sand;pro;;;;;
Raquette de padel Siux Electra ST5 Elite 2026;raquette-de-padel-siux-electra-st5-elite-2026;Siux;Raquettes;fait, tout;2025-10-24T11:37:38+02:00;269.9;11339;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-electra-elite-6-2026-face.png?v=1761299637;;forme;mousse;;;carbone;sablée;pro;;;;;
Raquette de padel Siux Trilogy Elite 6 2026;raquette-de-padel-siux-trilogy-elite-6-2026;Siux;Raquettes;fait, tout;2025-10-24T11:17:43+02:00;269.9;11337;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-siux-trilogy-elite-6-2026-face.png?v=1761298245;;forme;mousse;;;carbone;sand;;bleu;;;;
Raquette de padel Siux Electra ST5 Stupa Pro Noir 2026;raquette-de-padel-siux-electra-pro-st5-noir-2026;Siux;Raquettes;fait, tout;2025-10-24T10:26:38+02:00;349.9;11331;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-electra-st5-noir-face.png?v=1761294056;;forme;mousse;;;carbone;sablée;pro;noir;attaque;;;
Raquette de padel Siux Fenix Pro VI Violet By Leo Augsbuger 2026;raquette-de-padel-siux-fenix-pro-vi-by-leo-augsbuger-2026;Siux;Raquettes;fait, tout;2025-10-24T10:19:19+02:00;349.9;11332;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-Fenix-Pro-VI-Violet-By-Leo-Augsbuger-2026-Face.png?v=1761295553;poids;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Siux Electra ST5 Stupa Pro Rouge 2026;raquette-de-padel-siux-electra-st5-stupa-pro-rouge-2026;Siux;Raquettes;fait, tout;2025-10-24T10:12:34+02:00;349.9;11330;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-siux-electra-st5-stupa-pro-rouge-2026-face.png?v=1761294283;;forme;mousse;;;carbone;sand;pro;rouge;;;;
Raquette de padel Siux Trilogy Pro 6 Vert 2026;raquette-de-padel-siux-trilogy-pro-vert-2026;Siux;Raquettes;fait, tout;2025-10-24T09:27:16+02:00;349.9;11326;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-trilogy-pro-6-vert-face.png?v=1761292120;;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Siux Trilogy Pro 6 Noir 2026;raquette-de-padel-siux-trilogy-pro-6-noir-2026;Siux;Raquettes;fait, tout;2025-10-24T09:24:27+02:00;349.9;11327;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-siux-trilogy-pro-6-noir-2026-FACE.png?v=1762248137;;forme;mousse;;;carbone;;pro;noir;;;;
Raquette de padel Siux Pegasus Elite 4 2026;raquette-de-padel-siux-pegasus-elite-4-2026;Siux;Raquettes;fait, tout;2025-10-24T12:17:29+02:00;269.9;11341;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-Pegasus-Elite-4-2026-Face.png?v=1761308434;poids;forme;mousse;;;carbone;sand;pro;;;;;
Raquette de padel Siux Pegasus Pro 4 Gris 2026;raquette-de-padel-siux-pegasus-4-gris-2026;Siux;Raquettes;fait, tout;2025-10-24T10:48:07+02:00;349.9;11335;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-Pegasus-4-Gris-2026-Face.png?v=1761298161;poids;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Siux Valkiria Pro by Sofia Araújo 2026;raquette-de-padel-siux-valkiria-pro-2026;Siux;Raquettes;fait, tout;2025-10-24T10:45:56+02:00;349.9;11334;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-valkiria-pro-2026-face.png?v=1761298017;weight;forme;mousse;;;carbone;;pro;;attaque;;;
Raquette de padel Siux Valkiria Elite 2 2026;raquette-de-padel-siux-valkiria-elite-2-2026;Siux;Raquettes;fait, tout;2025-10-24T14:05:53+02:00;269.9;11342;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-siux-valkiria-elite-2-2026-face.png?v=1761308534;weight;forme;mousse;;;carbone;sablée;;bleu;;;;
Raquette de padel Siux Diablo Elite 6 2026;raquette-de-padel-siux-diablo-elite-6-2026;Siux;Raquettes;fait, tout;2025-10-24T11:34:04+02:00;269.9;11338;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-Diablo-Elite-5-2026-Face.png?v=1761300009;;forme;mousse;;;carbone;sand;pro;;;;;
Raquette de padel Siux Pegasus 4 Orange 2026;raquette-de-padel-siux-pegasus-4-orange-2026;Siux;Raquettes;fait, tout;2025-10-24T10:52:00+02:00;349.9;11336;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-siux-pegasus-4-orange-2026-face.png?v=1761296452;;forme;mousse;;;carbone;;pro;noir;;;;
Raquette de padel Siux Diablo Pro Bleu Marine 2026;raquette-de-padel-siux-diablo-pro-5-bleu-marine-2026;Siux;Raquettes;fait, tout;2025-10-24T09:27:40+02:00;349.9;11329;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-Diablo-Pro-5-Bleu-Marine-2026-Face.png?v=1762265059;;forme;mousse;;;carbone;;pro;bleu;attaque;;;
Raquette de padel Siux Diablo Pro Bleu 2026;raquette-de-padel-siux-diablo-pro-5-bleu-2026;Siux;Raquettes;fait, tout;2025-10-24T09:23:23+02:00;349.9;11328;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-siux-diablo-pro-bleu-2026-3-face.png?v=1761292696;;forme;mousse;;;carbone;;pro;bleu;;;;
Raquette de padel Bullpadel Vertex 04 Mexico;raquette-de-padel-bullpadel-vertex-04-mexico;Bullpadel;Raquettes;tout;2024-03-22T11:09:52+01:00;219.9;7130;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-bullpadel-vertex-04-mexico-24-face.png?v=1711102234;weight;forme;mousse;2024;expert;carbone;;pro;;;;;housse
Poids de tête de raquettes Shockout Gravity +;poids-de-tete-de-raquettes-shockout-gravity;Shockout;Accessoire;fait, tout;2025-10-06T09:54:23+02:00;8.9;11150;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Poids-de-tete-de-raquettes-Shockout-Gravity-_-Face.png?v=1759745919;poids;;;;;;;;;;;;
Raquette de padel Pallap Velocity Control Team Light;raquette-de-padel-pallap-velocity-control-team-light;Pallap;Raquettes;tout;2025-06-17T15:09:46+02:00;99.9;10454;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Pallap-Velocity-Control-Team-Light-Face.png?v=1751269301;poids;forme;mousse;;;;;pro;;;;;
Raquette de padel Tecnifibre Wall Breaker 375;raquette-de-padel-tecnifibre-wall-breaker-376;Tecnifibre;Raquettes;+ de 200€, Avancé, Carbone, Goutte d'eau, NONOX, NORNOX, Polyvalente, Soft EVA, Tecnifibre, tout, Tout s Nox;2023-02-21T10:15:30+01:00;72.9;3865;https://cdn.shopify.com/s/files/1/0430/1861/6996/products/raquette-de-padel-tecnifibre-wall-breaker-375g-2023-face.jpg?v=1676970941;;forme;mousse;;expert;carbone;;pro;noir;polyvalente;;;
Raquette de padel Head Delta Junior;raquette-de-padel-head-delta-junior;Head;Raquettes;Diamant, Débutant, Enfant, Fibre de verre, Head, juniors, Légère, NONOX, NORNOX, Puissante, tout, Tout s Nox;2022-01-25T17:23:58+01:00;59.9;1477;https://cdn.shopify.com/s/files/1/0430/1861/6996/products/raquette-de-padel-head-delta-junior-2022-face.jpg?v=1643133127;poids;forme;foam;;;carbone;;pro;;;;;
Raquette de padel Head Speed Pro;raquette-de-padel-head-speed-pro;Head;Raquettes;+ de 200€, Expert, Goutte d'eau, Hard EVA, Head, NONOX, NORNOX, Polyvalente, tout, Tout s Nox;2022-12-05T11:42:47+01:00;154.9;3423;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-head-speed-pro-face.png?v=1744011375;poids;forme;foam;;;carbone;;pro;;;;;housse
Raquette de padel Head Speed Pro X;raquette-de-padel-head-speed-pro-x;Head;Raquettes;+ de 200€, Carbone, Expert, Goutte d'eau, Hard EVA, Head, NONOX, NORNOX, Polyvalente, tout, Tout s Nox;2022-12-02T11:10:17+01:00;159.9;3413;https://cdn.shopify.com/s/files/1/0430/1861/6996/products/raquette-de-padel-head-speed-pro-x-2023-face_f4e5e26a-80f8-4866-9fa3-4b39dd58c6ed.jpg?v=1669978321;;forme;foam;;expert;carbone;;pro;;;;;
Raquette de padel Head Speed Motion;raquette-de-padel-head-speed-motion;Head;Raquettes;+ de 200€, Ariana Sanchez, Carbone, Expert, Goutte d'eau, Head, NONOX, NORNOX, Polyvalente, tout, Tout s Nox;2022-12-02T12:24:47+01:00;129;3421;https://cdn.shopify.com/s/files/1/0430/1861/6996/products/raquette-de-padel-head-speed-motion-2023-face.jpg?v=1669981122;;forme;foam;;expert;carbone;;pro;;polyvalente;;;
Raquette de padel Bullpadel Discover Power 2026;raquette-de-padel-bullpadel-discover-power-2026;Bullpadel;Raquettes;fait, tout;2025-09-29T09:18:14+02:00;59.9;11127;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-Discovery-Power-face.png?v=1759131061;;forme;mousse;2025;;carbone;;pro;;;;;cover
Raquette de padel Bullpadel Discover Control 2025;raquette-de-padel-bullpadel-discover-control-2025;Bullpadel;Raquettes;fait, tout;2025-09-29T08:20:48+02:00;59.9;11125;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bullpadel-Discover-Control-2025-Face.png?v=1759129831;;forme;mousse;2025;;carbone;;pro;;;;;cover
Raquette de padel Siux Spyder 4 Attack Flex 2025;raquette-de-padel-siux-spyder-4-attack-flex-2025;Siux;Raquettes;tout;2025-09-15T09:50:15+02:00;74.9;10882;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-Spyder-4-Attack-Flex-2025-Face_a9a138d6-7457-410d-a6bd-3939ba8d4b59.png?v=1760621910;;forme;mousse;2025;;carbone;;;;;;;
Mini raquette Head Radical Pro;mini-raquette-head-radical-pro;Head;Accessoire;fait, tout;2025-07-17T15:23:34+02:00;24.9;10638;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/mini-raquette-de-padel-head-radical-pro-2024.jpg?v=1752758848;;;;;;;;pro;;;;;
Raquette de padel Royal Padel R Pro Japan;raquette-de-padel-royal-padel-r-pro-japan;Royal Padel;Raquettes;tout;2025-10-10T10:31:10+02:00;319.9;11167;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Royal-Padel-R-Pro-Japan-Face_0e08a295-7893-41b6-a8c3-bce64ccdd898.png?v=1760682441;poids;forme;;collection;;carbone;sablée;pro;;;;;
RAQUETTE DE TEST - Raquette de padel Bullpadel XPLO Comfort 2026;raquette-de-test-raquette-de-padel-bullpadel-xplo-comfort-2026;Bullpadel;Programme test;fait, tout;2025-09-16T11:33:11+02:00;150;10912;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bullpadel-XPLO-Comfort-2026-Face.png?v=1756814926;;;;2025;;;;pro;;;;;
RAQUETTE DE TEST - Raquette de padel Bullpadel XPLO 2026;raquette-de-test-raquette-de-padel-bullpadel-xplo-2026;Bullpadel;Programme test;fait, tout;2025-09-16T11:29:18+02:00;150;10910;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bulpadel-Xplo-2026-face.jpg?v=1756806996;;;;2025;;;;pro;;;;;
RAQUETTE DE TEST - Raquette de padel Bullpadel Neuron 02 2026;raquette-de-test-raquette-de-padel-bullpadel-neuron-02-2026;Bullpadel;Programme test;fait, tout;2025-09-16T11:28:24+02:00;150;10909;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bullpadel-Neuron-02-2026-Face.png?v=1756818213;;;;;;;;pro;;;;;
RAQUETTE DE TEST - Raquette de padel Bullpadel Vertex 05 Hybrid 2026;raquette-de-test-raquette-de-padel-bullpadel-vertex-05-hybrid-2026;Bullpadel;Programme test;fait, tout;2025-09-16T11:23:50+02:00;150;10907;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/vertex05hybrid26.jpg?v=1756804346;;;;2025;;;;pro;;;;;
RAQUETTE DE TEST - Raquette de padel Bullpadel Neuron 02 Edge 2026;raquette-de-test-raquette-de-padel-bullpadel-neuron-02-edge-2026;Bullpadel;Programme test;fait, tout;2025-09-16T11:21:27+02:00;150;10905;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/neuron02edge.jpg?v=1756818268;;;;;;;;pro;;;;;
RAQUETTE DE TEST - Raquette de padel Bullpadel Vertex 05 GEO 2026;raquette-de-test-raquette-de-padel-bullpadel-vertex-05-geo-2026;Bullpadel;Programme test;fait, tout;2025-09-16T11:19:55+02:00;150;10903;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bullpadel-Vertex-05-Geo-2026-Face.png?v=1756805570;;;;2025;;;;pro;;;;;
RAQUETTE DE TEST - Raquette de padel Bullpadel Vertex 05 2026;raquette-de-test-raquette-de-padel-bullpadel-vertex-05-2026;Bullpadel;Programme test;fait, tout;2025-09-16T11:16:03+02:00;150;10899;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bulpadel-Vertex-04-2026-face.jpg?v=1756803469;;;;2025;;;;pro;;;;;
